"Total Arrestees by Weapon Type"
"Current date: 11/21/2011 3:10:59 PM (Central Standard Time)"
,"Measures","Number of Arrestees","Estimated Population","Arrestee Rate (per 1,000)",
"Jurisdiction","Arrest Date"
"Smith","2001","986","17962","54.89"
,"2002","805","18096","44.48"
,"2003","780","18208","42.84"
,"2004","778","18263","42.60"
,"2005","887","18466","48.03"
,"2006","870","18663","46.62"
,"2007","943","18857","50.01"
,"2008","1,413","19107","73.95"
,"2009","1,267","19201","65.99"
,"2010","788","19166","41.11"
"Sumner","2001","9,245","133631","69.18"
,"2002","7,898","136009","58.07"
,"2003","7,101","137950","51.48"
,"2004","8,920","140853","63.33"
,"2005","11,038","143782","76.77"
,"2006","11,205","148547","75.43"
,"2007","11,616","152578","76.13"
,"2008","12,107","155474","77.87"
,"2009","11,948","158759","75.26"
,"2010","9,446","160645","58.80"
"Trousdale","2001","714","7288","97.97"
,"2002","781","7287","107.18"
,"2003","765","7264","105.31"
,"2004","795","7301","108.89"
,"2005","889","7433","119.60"
,"2006","828","7531","109.95"
,"2007","951","7709","123.36"
,"2008","1,140","7822","145.74"
,"2009","961","7922","121.31"
,"2010","948","7870","120.46"
"Van Buren","2001","284","5470","51.92"
,"2002","216","5491","39.34"
,"2003","254","5390","47.12"
,"2004","237","5377","44.08"
,"2005","226","5369","42.09"
,"2006","208","5350","38.88"
,"2007","128","5428","23.58"
,"2008","141","5481","25.73"
,"2009","155","5480","28.28"
,"2010","248","5548","44.70"
"Warren","2001","3,176","38682","82.11"
,"2002","2,962","38691","76.56"
,"2003","2,545","39072","65.14"
,"2004","2,426","39184","61.91"
,"2005","2,582","39372","65.58"
,"2006","2,486","39652","62.70"
,"2007","2,501","39910","62.67"
,"2008","2,146","39842","53.86"
,"2009","2,178","40481","53.80"
,"2010","2,604","39839","65.36"
"White","2001","718","23408","30.67"
,"2002","877","23554","37.23"
,"2003","705","23608","29.86"
,"2004","545","23885","22.82"
,"2005","687","24254","28.33"
,"2006","648","24592","26.35"
,"2007","636","24966","25.47"
,"2008","758","25129","30.16"
,"2009","706","25444","27.75"
,"2010","674","25841","26.08"
"Williamson","2001","3,426","132234","25.91"
,"2002","3,904","136335","28.64"
,"2003","4,154","140826","29.50"
,"2004","4,341","146014","29.73"
,"2005","4,886","152208","32.10"
,"2006","4,410","159540","27.64"
,"2007","4,919","166732","29.50"
,"2008","5,101","171452","29.75"
,"2009","5,455","176838","30.85"
,"2010","5,435","183182","29.67"
"Wilson","2001","2,218","91051","24.36"
,"2002","3,220","93035","34.61"
,"2003","3,778","94836","39.84"
,"2004","4,038","97013","41.62"
,"2005","4,929","99762","49.41"
,"2006","6,189","103446","59.83"
,"2007","7,222","106535","67.79"
,"2008","6,160","109803","56.10"
,"2009","5,624","112377","50.05"
,"2010","5,453","113993","47.84"
"Benton","2001","827","16626","49.74"
,"2002","850","16479","51.58"
,"2003","775","16381","47.31"
,"2004","724","16322","44.36"
,"2005","870","16265","53.49"
,"2006","780","16139","48.33"
,"2007","881","16152","54.54"
,"2008","744","16193","45.95"
,"2009","719","16025","44.87"
,"2010","673","16489","40.82"
"Carroll","2001","1,476","29512","50.01"
,"2002","1,585","29215","54.25"
,"2003","1,544","29205","52.87"
,"2004","1,748","29099","60.07"
,"2005","1,365","28695","47.57"
,"2006","1,483","28775","51.54"
