County,Year,Estimated Population,Labor Force,Employed,Unemployed,Handgun Crimes,Drug Violations,Personal Income,Personal Income Per Capita,GINI Coefficient
Sullivan,2001,"152,421","73,309","70,137","3,172",175,642,3817274,24962,0.468341287
Sullivan,2002,"152,605","73,129","69,274","3,855",215,561,3994319,26206,
Sullivan,2003,"152,392","73,747","69,516","4,231",203,578,4118559,26988,
Sullivan,2004,"151,601","72,221","68,159","4,062",213,637,4190814,27500,
Sullivan,2005,"151,974","72,399","68,619","3,780",206,774,4354854,28726,
Sullivan,2006,"152,505","73,631","70,282","3,349",207,821,4443694,29240,
Sullivan,2007,"153,500","72,991","69,967","3,024",184,927,4774531,31307,0.46
Sullivan,2008,"153,900","74,660","70,692","3,968",197,"1,023",5113346,33312,
Sullivan,2009,"154,552","74,973","68,423","6,550",193,852,5334947,34634,
Sullivan,2010,"156,823","74,835","68,516","6,319",157,874,5267213,34081,
Sumner,2001,"133,631","71,826","68,521","3,305",173,793,3635684,27719,0.409347231
Sumner,2002,"136,009","71,647","68,354","3,293",131,792,3735302,27952,
Sumner,2003,"137,950","72,697","69,262","3,435",153,"1,008",3768921,27711,
Sumner,2004,"140,853","74,079","70,758","3,321",145,"1,112",3947644,28616,
Sumner,2005,"143,782","76,287","72,765","3,522",159,"1,411",4240655,30107,
Sumner,2006,"148,547","79,008","75,704","3,304",179,"1,465",4527163,31486,
Sumner,2007,"152,578","78,404","75,058","3,346",169,"1,484",4883961,32878,0.415
Sumner,2008,"155,474","80,016","75,233","4,783",161,"1,214",5247825,34394,
Sumner,2009,"158,759","80,573","72,710","7,863",166,"1,225",5426127,34849,
Sumner,2010,"160,645","81,144","74,050","7,094",161,982,5327541,33557,
Tipton,2001,"52,517","25,797","24,578","1,219",56,168,1197355,23233,0.426161213
Tipton,2002,"53,064","25,724","24,280","1,444",91,324,1254626,23890,
Tipton,2003,"53,575","26,177","24,482","1,695",101,390,1269284,23920,
Tipton,2004,"53,942","25,971","24,323","1,648",110,314,1332106,24864,
Tipton,2005,"55,202","26,777","25,049","1,728",113,403,1423752,26394,
Tipton,2006,"56,460","27,647","26,104","1,543",106,440,1539613,27891,
Tipton,2007,"57,719","27,911","26,416","1,495",113,439,1652397,29267,0.4
Tipton,2008,"58,706","28,748","26,479","2,269",119,408,1767990,30631,
Tipton,2009,"59,495","29,002","25,429","3,573",95,382,1897291,32244,
Tipton,2010,"61,081","28,190","25,110","3,080",106,417,1930666,32451,
Trousdale,2001,"7,288","3,605","3,400",205,11,50,155039,21215,0.42744788
Trousdale,2002,"7,287","3,523","3,340",183,13,33,157043,21548,
Trousdale,2003,"7,264","3,563","3,354",209,5,44,159242,21853,
Trousdale,2004,"7,301","3,585","3,377",208,6,82,164480,22643,
Trousdale,2005,"7,433","3,718","3,471",247,17,61,168698,23106,
Trousdale,2006,"7,531","3,796","3,566",230,4,29,177438,23872,
Trousdale,2007,"7,709","3,637","3,422",215,16,35,188418,25019,0.428
Trousdale,2008,"7,822","3,722","3,411",311,12,35,200348,25989,
Trousdale,2009,"7,922","3,717","3,270",447,12,21,209209,26767,
Trousdale,2010,"7,870","3,719","3,330",389,9,17,204005,25752,
Unicoi,2001,"17,559","8,166","7,664",502,8,32,385163,21801,0.410786655
Unicoi,2002,"17,612","8,155","7,590",565,17,60,390175,22221,
Unicoi,2003,"17,687","8,239","7,680",559,6,83,394201,22383,
Unicoi,2004,"17,633","8,282","7,756",526,8,90,417529,23607,
Unicoi,2005,"17,558","8,249","7,736",513,15,76,454297,25764,
Unicoi,2006,"17,693","8,383","7,861",522,20,204,472528,26912,
Unicoi,2007,"17,702","8,315","7,862",453,15,193,490506,27723,0.454
Unicoi,2008,"17,718","8,437","7,810",627,8,142,518399,29285,
Unicoi,2009,"17,740","8,468","7,492",976,14,202,538479,30359,
Unicoi,2010,"18,313","8,455","7,577",878,13,122,534259,30116,
Union,2001,"18,283","8,408","8,042",366,16,68,316613,17728,0.451607259
Union,2002,"18,402","8,577","8,169",408,21,94,331166,18113,
Union,2003,"18,581","8,675","8,233",442,16,80,342550,18615,
Union,2004,"18,570","8,718","8,270",448,16,89,347496,18702,
Union,2005,"18,637","8,830","8,336",494,13,45,367033,19765,
Union,2006,"18,787","8,869","8,436",433,20,46,396825,21292,
Union,2007,"18,931","8,704","8,302",402,20,52,418062,22253,0.415
Union,2008,"19,008","8,806","8,252",554,9,41,434225,22937,
Union,2009,"19,164","8,909","7,950",959,23,54,447502,23407,
Union,2010,"19,109","8,888","8,062",826,18,69,449338,23447,
Van Buren,2001,"5,470","2,616","2,449",167,3,26,102996,18689,0.527755052
Van Buren,2002,"5,491","2,518","2,342",176,4,9,109433,20006,
Van Buren,2003,"5,390","2,502","2,312",190,4,14,113204,20616,
Van Buren,2004,"5,377","2,484","2,325",159,1,50,118500,21985,
Van Buren,2005,"5,369","2,489","2,274",215,2,15,128994,23990,
Van Buren,2006,"5,350","2,504","2,305",199,6,28,132163,24616,
Van Buren,2007,"5,428","2,472","2,319",153,1,14,137187,25642,0.427
Van Buren,2008,"5,481","2,508","2,299",209,3,4,137611,25352,
Van Buren,2009,"5,480","2,450","2,088",362,1,8,144206,26277,
Van Buren,2010,"5,548","2,337","2,026",311,2,32,147693,26951,
Warren,2001,"38,682","18,827","17,561","1,266",59,297,811052,21119,0.440605002
Warren,2002,"38,691","19,348","18,071","1,277",39,258,789717,20416,
Warren,2003,"39,072","19,628","18,474","1,154",42,183,802007,20729,
Warren,2004,"39,184","19,297","18,276","1,021",36,196,843119,21579,
Warren,2005,"39,372","18,567","17,090","1,477",33,149,892492,22777,
Warren,2006,"39,652","18,282","16,641","1,641",40,130,928023,23571,
Warren,2007,"39,910","17,699","16,525","1,174",41,188,969243,24444,0.458
Warren,2008,"39,842","17,515","16,027","1,488",17,195,1001329,25090,
Warren,2009,"40,481","17,137","14,694","2,443",23,210,1054543,26257,
Warren,2010,"39,839","17,100","15,139","1,961",40,283,1041998,25740,
Washington,2001,"107,651","55,350","52,651","2,699",166,399,2577693,23981,0.470693113
Washington,2002,"109,294","55,720","52,683","3,037",158,388,2705065,25128,
Washington,2003,"110,172","56,498","53,532","2,966",176,365,2786806,25498,
Washington,2004,"111,133","57,609","54,694","2,915",145,473,2884072,26178,
Washington,2005,"112,664","58,497","55,617","2,880",198,575,3103380,27925,
Washington,2006,"114,895","59,840","57,129","2,711",112,572,3237443,28735,
Washington,2007,"116,717","60,739","58,185","2,554",179,550,3494337,30413,0.461
Washington,2008,"118,639","62,225","58,717","3,508",112,504,3771443,32313,
Washington,2009,"120,598","62,602","57,190","5,412",163,517,4039939,33985,
Washington,2010,"122,979","63,044","57,837","5,207",118,507,4026916,33391,
Wayne,2001,"17,029","6,747","6,113",634,11,41,252280,14987,0.467999318
Wayne,2002,"16,965","6,766","6,158",608,12,38,269233,15810,
Wayne,2003,"16,845","6,686","6,015",671,16,72,272811,16081,
Wayne,2004,"16,761","6,611","6,038",573,19,82,279103,16569,
Wayne,2005,"16,696","6,583","5,781",802,16,89,300742,17943,
Wayne,2006,"16,664","6,610","5,922",688,18,127,305579,18303,
Wayne,2007,"16,575","6,587","6,082",505,10,172,314774,18889,0.418
Wayne,2008,"16,614","6,644","5,974",670,6,171,340724,20557,
Wayne,2009,"16,506","6,689","5,797",892,6,219,349238,21142,
Wayne,2010,"17,021","6,627","5,793",834,14,72,351271,21281,
Weakley,2001,"34,351","17,098","16,073","1,025",31,146,720169,20639,0.447040152
Weakley,2002,"34,208","16,990","15,914","1,076",37,145,747458,21759,
Weakley,2003,"33,944","16,449","15,089","1,360",54,144,747119,21840,
Weakley,2004,"33,544","15,708","14,539","1,169",33,273,772749,22765,
Weakley,2005,"33,542","15,504","14,422","1,082",37,198,811526,24193,
Weakley,2006,"33,336","15,657","14,590","1,067",22,144,861858,25695,
Weakley,2007,"33,231","15,531","14,478","1,053",25,175,871619,26146,0.478
Weakley,2008,"33,375","15,662","14,378","1,284",31,143,912487,27459,
Weakley,2009,"33,459","15,940","13,967","1,973",40,148,951363,28502,
Weakley,2010,"35,021","15,808","13,980","1,828",35,212,970255,28998,
White,2001,"23,408","10,600","9,963",637,38,89,437751,18925,0.434719219
White,2002,"23,554","10,512","9,807",705,39,97,443226,18935,
White,2003,"23,608","10,744","9,899",845,20,124,451131,19153,
White,2004,"23,885","10,854","10,199",655,14,103,471948,19991,
White,2005,"24,254","10,929","9,861","1,068",20,66,516863,21640,
White,2006,"24,592","10,813","9,831",982,20,68,533250,21986,
White,2007,"24,966","10,470","9,812",658,30,49,540355,21973,0.43
White,2008,"25,129","10,627","9,736",891,14,61,571952,22909,
White,2009,"25,444","10,674","9,172","1,502",19,84,588176,23313,
White,2010,"25,841","10,897","9,600","1,297",18,138,589000,23149,
Williamson,2001,"132,234","71,567","69,506","2,061",82,366,5331782,41623,0.435314422
Williamson,2002,"136,335","72,700","70,153","2,547",63,409,5515564,41711,
Williamson,2003,"140,826","75,180","72,434","2,746",86,559,5689362,41731,
Williamson,2004,"146,014","78,043","75,176","2,867",71,480,6041378,42900,
Williamson,2005,"152,208","82,099","78,955","3,144",92,447,6742343,46176,
Williamson,2006,"159,540","86,499","83,451","3,048",87,534,7482924,49162,
Williamson,2007,"166,732","86,958","83,639","3,319",79,545,8473241,53110,0.442
Williamson,2008,"171,452","89,098","84,990","4,108",77,493,9217133,55281,
Williamson,2009,"176,838","89,675","82,967","6,708",84,534,9610008,55770,
Williamson,2010,"183,182","90,915","84,495","6,420",58,621,9441735,53392,
Wilson,2001,"91,051","50,535","48,610","1,925",123,477,2755084,30865,0.405365943
Wilson,2002,"93,035","50,837","48,628","2,209",129,538,2785850,30597,
Wilson,2003,"94,836","52,005","49,567","2,438",128,510,2880195,30958,
Wilson,2004,"97,013","54,895","52,388","2,507",98,557,3013300,31774,
Wilson,2005,"99,762","57,310","54,754","2,556",163,674,3200445,32990,
Wilson,2006,"103,446","56,679","54,295","2,384",197,850,3411023,34192,
Wilson,2007,"106,535","58,555","55,192","3,363",167,826,3698909,35757,0.404
Wilson,2008,"109,803","58,727","53,462","5,265",152,697,3942743,37009,
Wilson,2009,"112,377","59,362","54,446","4,916",169,680,4110947,37290,
Wilson,2010,"113,993",204,695,,,,4001916,35612,
